327,57
12,140
125,114
71,52
346,279
44,302
216,16
15,47
111,119
258,308
13,287
101,332
359,279
214,112
229,301
142,3
388,81
357,216
174,142
79,110
390,172
52,47
194,49
183,176
309,135
413,22
373,235
274,63
472,193
40,282
150,321
316,185
295,98
360,35
23,338
116,148
40,119
443,51
194,142
232,325
427,186
83,189
181,107
343,136
359,349
331,36
311,325
87,273
373,125
83,236
194,138
473,327
352,285
112,350
166,28
117,16
412,161
205,137
33,108
467,290
448,161
108,335
255,202
452,329
234,73
135,71
126,287
275,134
382,299
219,298
204,185
112,70
260,252
46,24
440,56
78,321
81,348
216,305
32,197
195,305
239,270
128,283
440,5
348,58
349,274
384,136
393,328
174,57
150,222
80,232
1,134
256,91
259,54
445,320
152,327
259,311
101,78
191,82
276,271
470,0
306,165
250,9
57,185
449,157
122,29
123,290
40,43
374,248
417,35
389,272
392,64
65,337
243,281
84,135
270,310
216,108
475,276
386,353
102,159
204,343
332,191
224,264
231,61
126,115
32,173
10,301
283,117
301,112
3,36
362,323
30,117
34,16
440,169
36,263
121,142
342,248
109,276
67,292
295,242
124,242
413,208
97,48
49,337
220,181
216,210
239,27
344,334
330,50
31,206
372,173
409,55
127,98
97,274
229,71
216,93
142,236
127,38
226,281
50,25
333,276
428,7
47,121
85,208
248,246
109,205
462,30
84,194
1,199
135,232
146,216
356,284
338,249
79,97
151,111
29,296
376,277
31,160
29,25
299,244
257,271
80,29
260,41
435,95
35,304
34,345
441,120
206,61
455,291
126,296
304,20
317,41
214,336
298,289
267,161
478,133
104,342
366,160
122,135
202,67
343,330
153,234
161,37
4,234
318,288
51,37
275,109
259,135
67,178
451,35
450,125
189,145
80,224
426,278
360,154
313,334
270,4
341,283
153,339
53,68
135,59
455,54
380,283
79,139
144,309
107,175
104,351
324,135
258,250
128,26
47,324
216,141
22,1
170,66
326,134
82,226
282,218
287,4
57,38
452,353
462,76
279,18
427,189
298,282
75,220
65,21
157,186
460,20
460,183
107,349
127,341
52,181
399,286
452,208
317,79
473,121
442,83
409,90
451,211
12,91
377,170
400,210
410,342
442,127
136,81
403,359
55,195
446,19
439,240
113,102
418,235
179,156
420,116
114,12
337,98
204,168
142,35
395,142
179,328
260,204
347,274
169,14
59,133
91,297
135,19
55,305
222,176
373,160
223,310
261,59
197,295
97,130
22,223
0,266
473,275
351,343
100,186
220,35
340,169
319,160
339,63
368,153
259,158
341,209
167,206
356,151
283,65
98,215
340,194
346,89
315,291
154,207
280,0
155,146
107,220
402,296
310,335
164,238
226,226
345,109
261,242
406,86
337,43
145,263
339,324
317,171
47,120
344,158
115,101
75,12
23,125
243,312
435,37
233,212
453,322
294,99
367,356
196,253
204,124
75,335
352,2
457,54
398,217
112,90
411,356
265,237
25,285
127,62
233,68
410,237
341,271
286,304
162,226
313,258
218,280
228,81
380,243
230,132
384,126
430,326
141,266
248,320
122,140
225,39
365,146
120,139
171,163
457,276
41,70
77,118
196,355
78,109
32,212
208,169
277,238
212,31
105,215
199,299
356,10
438,294
194,244
3,180
152,199
436,214
275,279
409,308
459,112
249,112
139,223
248,14
199,172
342,347
408,207
370,84
430,239
470,65
318,273
13,201
303,288
339,13
42,329
219,69
443,236
93,25
133,194
167,108
232,167
172,194
142,215
129,41
240,9
383,276
26,179
114,332
35,333
20,15
126,102
429,10
318,78
122,64
242,342
58,288
111,238
358,131
392,188
85,310
310,58
398,83
159,55
296,13
475,159
294,346
464,192
203,101
38,303
353,321
124,52
356,154
435,350
307,61
407,289
400,21
177,272
219,338
189,35
259,331
174,6
434,215
421,250
54,221
185,325
456,235
362,78
222,90
375,267
333,138
315,275
396,247
238,223
422,303
137,165
436,125
425,44
142,230
124,237
291,312
342,194
172,14
253,166
93,249
108,181
408,132
174,143
450,305
359,141
284,5
264,97
43,123
368,208
250,284
388,123
353,243
330,251
229,8
47,150
113,207
354,124
156,339
297,188
242,283
271,176
217,281
169,180
359,232
138,156
128,118
61,98
161,61
380,274
390,353
94,98
110,247
141,301
389,268
305,144
51,99
151,116
184,91
154,7
362,273
64,140
23,27
283,149
357,64
326,251
52,6
293,145
240,245
225,174
94,26
129,244
58,33
205,251
37,295
322,351
27,77
76,288
155,43
127,60
285,213
310,305
404,316
115,267
194,230
465,226
152,301
219,156
291,317
30,312
378,50
390,106
320,108
135,338
41,80
122,88
282,38
80,1
209,230
352,304
240,149
16,118
147,144
359,232
36,351
119,135
403,320
301,338
411,101
217,58
278,115
331,76
465,136
423,72
36,30
84,157
304,291
471,147
224,63
239,352
155,358
206,139
256,276
252,224
41,306
20,221
376,165
309,128
13,46
117,345
